Dates,BTC allocations,BTC returns,BTC positions,ETH allocations,ETH returns,ETH positions,LTC allocations,LTC returns,LTC positions
2020-07-01,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-02,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-03,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-04,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-05,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-06,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-07,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-08,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-09,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-10,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-11,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-12,1,0.0,0,0,0.0,0,1,0.0,0
2020-07-13,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-14,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-15,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-16,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-17,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-18,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-19,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-20,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-21,1,0.0,0,0,0.0,0,0,0.0,0
2020-07-22,1,0.0,0,0,0.0,0,1,0.0,0
2020-07-23,1,0.0,0,0,0.0,0,1,0.0,0
2020-07-24,1,0.0,0,1,0.0,0,0,0.0,0
2020-07-25,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-26,0,0.0,0,0,0.0,0,0,0.0,0
2020-07-27,0,0.0,0,0,0.0,0,1,0.03774654799884436,1
2020-07-28,0,0.0,0,1,0.0,0,1,-0.015434118177857004,1
2020-07-29,0,0.0,0,0,0.0,0,1,0.0,0
2020-07-30,0,0.0,0,1,-0.018234161105397773,1,1,0.0,0
2020-07-31,0,0.0,0,1,0.0,0,1,0.0,0
2020-08-01,0,0.0,0,1,0.04505968543286398,1,0,0.0,0
2020-08-02,0,0.0,0,1,-0.031378663232447535,-1,0,0.0,0
2020-08-03,0,0.0,0,1,0.0,0,0,0.0,0
2020-08-04,0,0.0,0,1,0.0,0,0,0.0,0
2020-08-05,0,0.0,0,1,0.0,0,1,0.0,0
2020-08-06,0,0.0,0,1,0.0,0,1,0.0,0
2020-08-07,0,0.0,0,1,-0.03284116460405917,-1,0,0.0,0
2020-08-08,0,0.0,0,0,0.0,0,1,0.0,0
2020-08-09,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-10,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-11,0,0.0,0,0,0.0,0,1,0.002882152948437966,-1
2020-08-12,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-13,0,0.0,0,0,0.0,0,1,0.0,0
2020-08-14,0,0.0,0,0,0.0,0,1,0.0,0
2020-08-15,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-16,0,0.0,0,0,0.0,0,1,0.0005524839094293021,1
2020-08-17,0,0.0,0,0,0.0,0,1,-0.01648432869048455,1
2020-08-18,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-19,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-20,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-21,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-22,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-23,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-24,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-25,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-26,1,0.0,0,0,0.0,0,0,0.0,0
2020-08-27,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-28,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-29,0,0.0,0,0,0.0,0,0,0.0,0
2020-08-30,1,0.0,0,1,0.005025027423941619,1,0,0.0,0
2020-08-31,1,0.0,0,0,0.0,0,0,0.0,0
2020-09-01,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-02,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-03,0,0.0,0,1,0.06415151825321375,-1,0,0.0,0
2020-09-04,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-05,0,0.0,0,0,0.0,0,1,-0.01868836184410294,-1
2020-09-06,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-07,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-08,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-09,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-10,1,0.0,0,0,0.0,0,0,0.0,0
2020-09-11,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-12,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-13,0,0.0,0,1,-0.01999474472214824,-1,0,0.0,0
2020-09-14,1,0.0,0,0,0.0,0,0,0.0,0
2020-09-15,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-16,0,0.0,0,0,0.0,0,1,0.0,0
2020-09-17,0,0.0,0,0,0.0,0,1,0.0,0
2020-09-18,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-19,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-20,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-21,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-22,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-23,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-24,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-25,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-26,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-27,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-28,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-29,0,0.0,0,0,0.0,0,0,0.0,0
2020-09-30,0,0.0,0,1,0.0,0,0,0.0,0
2020-10-01,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-02,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-03,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-04,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-05,0,0.0,0,1,0.0,0,0,0.0,0
2020-10-06,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-07,1,0.0,0,0,0.0,0,0,0.0,0
2020-10-08,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-09,0,0.0,0,1,0.0,0,0,0.0,0
2020-10-10,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-11,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-12,0,0.0,0,1,0.0,0,0,0.0,0
2020-10-13,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-14,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-15,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-16,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-17,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-18,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-19,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-20,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-21,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-22,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-23,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-24,0,0.0,0,0,0.0,0,1,0.0003947751532542565,1
2020-10-25,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-26,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-27,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-28,0,0.0,0,0,0.0,0,1,0.0,0
2020-10-29,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-30,0,0.0,0,0,0.0,0,0,0.0,0
2020-10-31,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-01,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-02,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-03,0,0.0,0,0,0.0,0,1,0.0,0
2020-11-04,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-05,0,0.0,0,0,0.0,0,1,0.010718779577196802,1
2020-11-06,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-07,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-08,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-09,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-10,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-11,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-12,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-13,0,0.0,0,0,0.0,0,1,0.015276687420435753,1
2020-11-14,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-15,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-16,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-17,0,0.0,0,0,0.0,0,1,0.0,0
2020-11-18,0,0.0,0,0,0.0,0,1,-0.0347934211599894,-1
2020-11-19,0,0.0,0,0,0.0,0,0,0.0,0
2020-11-20,1,-0.0034067214905481036,1,0,0.0,0,0,0.0,0
2020-11-21,0,0.0,0,1,0.009916959143396742,1,0,0.0,0
2020-11-22,1,-0.04512925378623267,-1,0,0.0,0,0,0.0,0
2020-11-23,1,0.0,0,0,0.0,0,0,0.0,0
2020-11-24,1,-0.00957470185389131,1,0,0.0,0,0,0.0,0
2020-11-25,1,0.0,0,0,0.0,0,0,0.0,0
2020-11-26,1,0.028222701008859707,-1,0,0.0,0,1,0.06813992106911804,-1
2020-11-27,1,0.0,0,0,0.0,0,1,-0.04739408668158851,-1
2020-11-28,1,0.0,0,0,0.0,0,1,-0.02087381878152139,1
2020-11-29,1,0.0,0,0,0.0,0,1,0.013415768628428859,1
2020-11-30,1,0.029962254837399005,1,0,0.0,0,1,0.03675016632584582,1
2020-12-01,1,-0.010426635468031575,-1,0,0.0,0,1,-0.04577576379622128,-1
2020-12-02,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-03,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-04,1,0.0,0,1,0.00699602562867363,-1,1,0.03638219526525921,-1
2020-12-05,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-06,1,0.0,0,1,0.0,0,1,0.0,0
2020-12-07,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-08,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-09,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-10,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-11,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-12,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-13,1,0.0,0,0,0.0,0,1,-0.0027538215907825236,1
2020-12-14,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-15,1,0.0,0,0,0.0,0,1,0.0,0
2020-12-16,1,0.04489391870893056,1,0,0.0,0,0,0.0,0
2020-12-17,1,0.014235031985554203,1,0,0.0,0,0,0.0,0
2020-12-18,1,0.0,0,0,0.0,0,1,0.004017999549662754,1
2020-12-19,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-20,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-21,1,-0.02846914584193505,-1,0,0.0,0,0,0.0,0
2020-12-22,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-23,1,0.0,0,0,0.0,0,1,0.037378027950560555,-1
2020-12-24,1,0.0,0,0,0.0,0,1,0.010524916480452395,1
2020-12-25,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-26,1,0.01709456044582236,1,0,0.0,0,0,0.0,0
2020-12-27,1,-0.05687125817610594,1,0,0.0,0,0,0.0,0
2020-12-28,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-29,1,0.0,0,0,0.0,0,0,0.0,0
2020-12-30,1,0.0028200002649998446,1,0,0.0,0,0,0.0,0
2020-12-31,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-01,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-02,1,0.04052334137694724,1,0,0.0,0,0,0.0,0
2021-01-03,1,-0.02397023137239984,1,0,0.0,0,0,0.0,0
2021-01-04,1,-0.027920034551110806,-1,0,0.0,0,0,0.0,0
2021-01-05,1,-0.13098137241651364,-1,0,0.0,0,0,0.0,0
2021-01-06,1,0.027476919743566697,1,0,0.0,0,0,0.0,0
2021-01-07,1,0.01539647579726977,1,0,0.0,0,0,0.0,0
2021-01-08,1,-0.09365902435341122,-1,0,0.0,0,0,0.0,0
2021-01-09,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-10,1,-0.007937531155827182,-1,0,0.0,0,0,0.0,0
2021-01-11,1,0.011634808873341784,-1,0,0.0,0,0,0.0,0
2021-01-12,1,-0.01964906155174062,-1,0,0.0,0,1,-0.03509196157448913,-1
2021-01-13,1,0.04338355504677849,1,0,0.0,0,1,0.02672474139004888,1
2021-01-14,1,-0.007902430717395936,1,0,0.0,0,1,0.0,0
2021-01-15,1,-0.00015298292940735259,-1,0,0.0,0,0,0.0,0
2021-01-16,1,0.0,0,0,0.0,0,1,0.0,0
2021-01-17,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-18,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-19,1,0.0,0,0,0.0,0,0,0.0,0
2021-01-20,1,-0.05250164958411885,-1,0,0.0,0,0,0.0,0
2021-01-21,0,0.0,0,1,0.1286800784157084,-1,0,0.0,0
2021-01-22,0,0.0,0,1,0.032435847796066675,1,0,0.0,0
2021-01-23,0,0.0,0,1,0.0,0,0,0.0,0
2021-01-24,1,0.0,0,1,0.04582032113109169,1,0,0.0,0
2021-01-25,1,-0.05243078323154271,1,1,0.0,0,0,0.0,0
2021-01-26,1,0.0,0,1,0.0,0,0,0.0,0
2021-01-27,1,0.0020384033536406942,-1,1,0.0163660480199066,-1,0,0.0,0
2021-01-28,1,0.040861923001759726,1,1,-0.004032618304689262,1,0,0.0,0
2021-01-29,1,-0.0295091752870561,1,1,-0.04379670669447566,1,0,0.0,0
2021-01-30,1,0.0,0,1,0.0,0,0,0.0,0
2021-01-31,1,0.0,0,1,0.0,0,0,0.0,0
2021-02-01,1,0.0,0,1,0.0,0,0,0.0,0
2021-02-02,1,0.0029677180950336,1,1,0.018651395096118017,1,0,0.0,0
2021-02-03,1,0.005712725981831257,1,0,0.0,0,0,0.0,0
2021-02-04,1,0.0,0,1,0.0,0,0,0.0,0
2021-02-05,1,0.0,0,0,0.0,0,0,0.0,0
2021-02-06,1,-0.02879454436056883,1,0,0.0,0,0,0.0,0
2021-02-07,1,0.0,0,1,-0.04469014674405414,-1,0,0.0,0
2021-02-08,1,0.13121273065081618,1,0,0.0,0,0,0.0,0
2021-02-09,1,0.0,0,0,0.0,0,0,0.0,0
2021-02-10,1,0.0,0,0,0.0,0,0,0.0,0
2021-02-11,1,0.010747112673354042,1,0,0.0,0,0,0.0,0
2021-02-12,1,0.0,0,0,0.0,0,0,0.0,0
2021-02-13,1,0.0,0,0,0.0,0,0,0.0,0
