Dates,BTC allocations,BTC returns,BTC positions,ETH allocations,ETH returns,ETH positions,LTC allocations,LTC returns,LTC positions
2020-07-01,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-02,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-03,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-04,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-05,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-06,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-07,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-08,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-09,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-10,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-11,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-12,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-13,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-14,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-15,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-16,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-17,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-18,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-19,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-20,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-21,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-22,1,0.0,0,1,0.005037300742552597,1,1,0.0,0
2020-07-23,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-24,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-25,1,0.0,0,1,0.022007643934464083,1,1,0.03925684093390758,1
2020-07-26,1,0.0,0,1,0.0,0,1,0.0,0
2020-07-27,1,0.05333878268371728,1,1,0.0,0,1,0.03774654799884436,1
2020-07-28,1,0.0,0,1,0.0,0,1,-0.015434118177857004,1
2020-07-29,1,0.0,0,1,0.0,0,1,0.0,0
